Attaching to ozoneperf_datanode_3, ozoneperf_datanode_2, ozoneperf_datanode_1, ozoneperf_scm_1, ozoneperf_s3g_1, ozoneperf_om_1, ozoneperf_grafana_1, ozoneperf_jaeger_1, ozoneperf_prometheus_1
datanode_1    | 2019-11-08 11:49:41,512 INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_3    | 2019-11-08 11:49:42,573 INFO ozone.HddsDatanodeService: HddsDatanodeService host:f4c4fcb45756 ip:172.18.0.9
datanode_1    | 2019-11-08 11:49:42,332 INFO volume.ThrottledAsyncChecker: Scheduling a check for /data/hdds/hdds
prometheus_1  | level=info ts=2019-11-08T11:49:38.859Z caller=main.go:673 msg="TSDB started"
scm_1         | SHUTDOWN_MSG: Shutting down StorageContainerManager at 3faff6ba8b99/172.18.0.7
jaeger_1      | {"level":"info","ts":1573213779.4610474,"caller":"healthcheck/handler.go:128","msg":"Health Check state change","status":"ready"}
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Path Data" logger=settings path=/var/lib/grafana
s3g_1         | WARNING: An illegal reflective access operation has occurred
datanode_2    | 2019-11-08 11:49:42,799 INFO ozone.HddsDatanodeService: HddsDatanodeService host:d149e7d1cd0f ip:172.18.0.10
datanode_3    | 2019-11-08 11:49:42,661 INFO volume.HddsVolume: Creating Volume: /data/hdds/hdds of  storage type : DISK and capacity : 10908285698048
datanode_1    | 2019-11-08 11:49:42,364 INFO volume.HddsVolumeChecker: Scheduled health check for volume /data/hdds/hdds
om_1          | 2019-11-08 11:49:45,650 INFO ipc.Client: Retrying connect to server: scm/172.18.0.7:9863. Already tried 1 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)
prometheus_1  | level=info ts=2019-11-08T11:49:38.859Z caller=main.go:743 msg="Loading configuration file" filename=/etc/prometheus.yml
scm_1         | ************************************************************/
jaeger_1      | {"level":"info","ts":1573213779.4610772,"caller":"app/server.go:135","msg":"Starting CMUX server","port":16686}
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Path Logs" logger=settings path=/var/log/grafana
s3g_1         | WARNING: Illegal reflective access by org.jboss.classfilewriter.ClassFile$1 (file:/opt/hadoop/share/ozone/lib/weld-servlet-2.4.7.Final.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int)
datanode_2    | 2019-11-08 11:49:42,888 INFO volume.HddsVolume: Creating Volume: /data/hdds/hdds of  storage type : DISK and capacity : 10908285698048
datanode_3    | 2019-11-08 11:49:42,673 INFO volume.VolumeSet: Added Volume : /data/hdds/hdds to VolumeSet
om_1          | OM initialization succeeded.Current cluster id for sd=/data/metadata/om;cid=CID-acf59bbb-056e-45a1-a636-0ad3602eee62
prometheus_1  | level=info ts=2019-11-08T11:49:38.861Z caller=main.go:771 msg="Completed loading of configuration file" filename=/etc/prometheus.yml
datanode_1    | 2019-11-08 11:49:43,763 WARN scm.HddsServerUtil: Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
scm_1         | 2019-11-08 11:49:43,084 INFO server.StorageContainerManagerStarter: STARTUP_MSG: 
jaeger_1      | {"level":"info","ts":1573213779.463672,"caller":"app/agent.go:69","msg":"Starting jaeger-agent HTTP server","http-port":5778}
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Path Plugins" logger=settings path=/var/lib/grafana/plugins
s3g_1         | WARNING: Please consider reporting this to the maintainers of org.jboss.classfilewriter.ClassFile$1
datanode_2    | 2019-11-08 11:49:42,893 INFO volume.VolumeSet: Added Volume : /data/hdds/hdds to VolumeSet
datanode_3    | 2019-11-08 11:49:42,685 INFO volume.ThrottledAsyncChecker: Scheduling a check for /data/hdds/hdds
om_1          | 2019-11-08 11:49:46,276 INFO om.OzoneManagerStarter: SHUTDOWN_MSG: 
prometheus_1  | level=info ts=2019-11-08T11:49:38.861Z caller=main.go:626 msg="Server is ready to receive web requests."
datanode_1    | 2019-11-08 11:49:43,821 INFO impl.RaftServerProxy: raft.rpc.type = GRPC (default)
scm_1         | /************************************************************
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Path Provisioning" logger=settings path=/etc/grafana/provisioning
s3g_1         | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
datanode_2    | 2019-11-08 11:49:42,904 INFO volume.ThrottledAsyncChecker: Scheduling a check for /data/hdds/hdds
jaeger_1      | {"level":"info","ts":1573213779.4637642,"caller":"app/server.go:125","msg":"Starting GRPC server","port":16686}
datanode_3    | 2019-11-08 11:49:42,719 INFO volume.HddsVolumeChecker: Scheduled health check for volume /data/hdds/hdds
om_1          | /************************************************************
datanode_1    | 2019-11-08 11:49:43,881 INFO grpc.GrpcConfigKeys$Server: raft.grpc.server.port = 9858 (custom)
scm_1         | STARTUP_MSG: Starting StorageContainerManager
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="App mode production" logger=settings
s3g_1         | WARNING: All illegal access operations will be denied in a future release
datanode_2    | 2019-11-08 11:49:42,955 INFO volume.HddsVolumeChecker: Scheduled health check for volume /data/hdds/hdds
jaeger_1      | {"level":"info","ts":1573213779.463726,"caller":"app/server.go:112","msg":"Starting HTTP server","port":16686}
datanode_3    | 2019-11-08 11:49:43,981 WARN scm.HddsServerUtil: Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
om_1          | SHUTDOWN_MSG: Shutting down OzoneManager at 87a4ee5ee66f/172.18.0.5
datanode_1    | 2019-11-08 11:49:43,881 INFO server.GrpcService: raft.grpc.message.size.max = 33570816 (custom)
scm_1         | STARTUP_MSG:   host = 3faff6ba8b99/172.18.0.7
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Initializing SqlStore" logger=server
datanode_2    | 2019-11-08 11:49:44,250 WARN scm.HddsServerUtil: Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
s3g_1         | Nov 08, 2019 11:49:45 AM org.glassfish.jersey.internal.Errors logErrors
jaeger_1      | {"level":"info","ts":1573213779.4860468,"caller":"all-in-one/main.go:298","msg":"Listening for Zipkin HTTP traffic","zipkin.http-port":9411}
datanode_3    | 2019-11-08 11:49:44,014 INFO impl.RaftServerProxy: raft.rpc.type = GRPC (default)
om_1          | ************************************************************/
datanode_1    | 2019-11-08 11:49:43,943 INFO server.RaftServerConfigKeys: raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
scm_1         | STARTUP_MSG:   args = []
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Connecting to DB" logger=sqlstore dbtype=sqlite3
datanode_2    | 2019-11-08 11:49:44,294 INFO impl.RaftServerProxy: raft.rpc.type = GRPC (default)
s3g_1         | WARNING: The following warnings have been detected: WARNING: A HTTP GET method, public javax.ws.rs.core.Response org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.get(java.lang.String,java.lang.String,java.lang.String,int,java.lang.String,java.io.InputStream) throws java.io.IOException,org.apache.hadoop.ozone.s3.exception.OS3Exception, should not consume any entity.
datanode_3    | 2019-11-08 11:49:44,192 INFO grpc.GrpcConfigKeys$Server: raft.grpc.server.port = 9858 (custom)
datanode_1    | 2019-11-08 11:49:43,947 INFO server.GrpcService: raft.grpc.flow.control.window = 1MB (=1048576) (default)
om_1          | 2019-11-08 11:49:47,140 INFO om.OzoneManagerStarter: STARTUP_MSG: 
scm_1         | STARTUP_MSG:   version = 3.2.0
datanode_2    | 2019-11-08 11:49:44,517 INFO grpc.GrpcConfigKeys$Server: raft.grpc.server.port = 9858 (custom)
s3g_1         | 
datanode_1    | 2019-11-08 11:49:43,949 INFO server.RaftServerConfigKeys: raft.server.rpc.request.timeout = 3000ms (default)
datanode_3    | 2019-11-08 11:49:44,193 INFO server.GrpcService: raft.grpc.message.size.max = 33570816 (custom)
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Starting DB migration" logger=migrator
om_1          | /************************************************************
scm_1         | STARTUP_MSG:   classpath = /etc/hadoop:/opt/hadoop/share/hadoop/common/*:/opt/hadoop/share/ozone/lib/kerb-simplekdc-1.0.1.jar:/opt/hadoop/share/ozone/lib/protobuf-java-2.5.0.jar:/opt/hadoop/share/ozone/lib/bcpkix-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/commons-validator-1.6.jar:/opt/hadoop/share/ozone/lib/netty-3.10.5.Final.jar:/opt/hadoop/share/ozone/lib/kerb-core-1.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.2.0.jar:/opt/hadoop/share/ozone/lib/jsr305-3.0.0.jar:/opt/hadoop/share/ozone/lib/leveldbjni-all-1.8.jar:/opt/hadoop/share/ozone/lib/htrace-core4-4.1.0-incubating.jar:/opt/hadoop/share/ozone/lib/hadoop-annotations-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/share/ozone/lib/ratis-server-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerby-xdr-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-webapp-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/commons-net-3.6.jar:/opt/hadoop/share/ozone/lib/log4j-api-2.11.0.jar:/opt/hadoop/share/ozone/lib/netty-all-4.0.52.Final.jar:/opt/hadoop/share/ozone/lib/hamcrest-all-1.3.jar:/opt/hadoop/share/ozone/lib/jline-0.9.94.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-3.2.0.jar:/opt/hadoop/share/ozone/lib/opentracing-api-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-framework-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/slf4j-log4j12-1.7.25.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-client-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerby-config-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-util-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/libthrift-0.12.0.jar:/opt/hadoop/share/ozone/lib/metrics-core-3.2.4.jar:/opt/hadoop/share/ozone/lib/kerby-pkix-1.0.1.jar:/opt/hadoop/share/ozone/lib/xz-1.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-config-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/nimbus-jose-jwt-4.41.1.jar:/opt/hadoop/share/ozone/lib/jsr311-api-1.1.1.jar:/opt/hadoop/share/ozone/lib/commons-beanutils-1.9.4.jar:/opt/hadoop/share/ozone/lib/ratis-grpc-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/ratis-netty-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/javax.servlet-api-3.1.0.jar:/opt/hadoop/share/ozone/lib/kerb-server-1.0.1.jar:/opt/hadoop/share/ozone/lib/zookeeper-3.4.13.jar:/opt/hadoop/share/ozone/lib/avro-1.7.7.jar:/opt/hadoop/share/ozone/lib/kerb-client-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-xc-1.9.13.jar:/opt/hadoop/share/ozone/lib/disruptor-3.4.2.jar:/opt/hadoop/share/ozone/lib/guava-11.0.2.jar:/opt/hadoop/share/ozone/lib/ratis-client-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-common-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/curator-framework-2.12.0.jar:/opt/hadoop/share/ozone/lib/dnsjava-2.1.7.jar:/opt/hadoop/share/ozone/lib/commons-configuration2-2.1.1.jar:/opt/hadoop/share/ozone/lib/json-smart-2.3.jar:/opt/hadoop/share/ozone/lib/token-provider-1.0.1.jar:/opt/hadoop/share/ozone/lib/log4j-1.2.17.jar:/opt/hadoop/share/ozone/lib/commons-daemon-1.0.13.jar:/opt/hadoop/share/ozone/lib/bcprov-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/ratis-metrics-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/commons-lang3-3.7.jar:/opt/hadoop/share/ozone/lib/jaeger-client-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-server-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-compress-1.4.1.jar:/opt/hadoop/share/ozone/lib/accessors-smart-1.2.jar:/opt/hadoop/share/ozone/lib/re2j-1.1.jar:/opt/hadoop/share/ozone/lib/curator-recipes-2.12.0.jar:/opt/hadoop/share/ozone/lib/jackson-core-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-math3-3.1.1.jar:/opt/hadoop/share/ozone/lib/opentracing-noop-0.31.0.jar:/opt/hadoop/share/ozone/lib/httpclient-4.5.2.jar:/opt/hadoop/share/ozone/lib/jaeger-core-0.34.0.jar:/opt/hadoop/share/ozone/lib/asm-5.0.4.jar:/opt/hadoop/share/ozone/lib/curator-client-2.12.0.jar:/opt/hadoop/share/ozone/lib/audience-annotations-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerby-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/rocksdbjni-6.0.1.jar:/opt/hadoop/share/ozone/lib/jsp-api-2.1.jar:/opt/hadoop/share/ozone/lib/jsch-0.1.54.jar:/opt/hadoop/share/ozone/lib/opentracing-tracerresolver-0.1.5.jar:/opt/hadoop/share/ozone/lib/paranamer-2.3.jar:/opt/hadoop/share/ozone/lib/log4j-core-2.11.0.jar:/opt/hadoop/share/ozone/lib/jetty-io-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-xml-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-codec-1.11.jar:/opt/hadoop/share/ozone/lib/commons-pool2-2.6.0.jar:/opt/hadoop/share/ozone/lib/gson-2.2.4.jar:/opt/hadoop/share/ozone/lib/jcip-annotations-1.0-1.jar:/opt/hadoop/share/ozone/lib/kerb-admin-1.0.1.jar:/opt/hadoop/share/ozone/lib/okio-1.13.0.jar:/opt/hadoop/share/ozone/lib/commons-io-2.5.jar:/opt/hadoop/share/ozone/lib/snakeyaml-1.16.jar:/opt/hadoop/share/ozone/lib/jersey-core-1.19.jar:/opt/hadoop/share/ozone/lib/jackson-databind-2.9.9.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/picocli-3.9.6.jar:/opt/hadoop/share/ozone/lib/jaeger-thrift-0.34.0.jar:/opt/hadoop/share/ozone/lib/ratis-common-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/commons-cli-1.2.jar:/opt/hadoop/share/ozone/lib/jackson-annotations-2.9.9.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-docs-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/woodstox-core-5.0.3.jar:/opt/hadoop/share/ozone/lib/javax.annotation-api-1.2.jar:/opt/hadoop/share/ozone/lib/snappy-java-1.0.5.jar:/opt/hadoop/share/ozone/lib/jaeger-tracerresolver-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-security-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-http-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/kerby-asn1-1.0.1.jar:/opt/hadoop/share/ozone/lib/okhttp-3.9.0.jar:/opt/hadoop/share/ozone/lib/stax2-api-3.1.4.jar:/opt/hadoop/share/ozone/lib/commons-digester-1.8.1.jar:/opt/hadoop/share/ozone/lib/commons-collections-3.2.2.jar:/opt/hadoop/share/ozone/lib/jettison-1.1.jar:/opt/hadoop/share/ozone/lib/commons-text-1.4.jar:/opt/hadoop/share/ozone/lib/jersey-servlet-1.19.jar:/opt/hadoop/share/ozone/lib/jersey-json-1.19.jar:/opt/hadoop/share/ozone/lib/slf4j-api-1.7.25.jar:/opt/hadoop/share/ozone/lib/commons-logging-1.1.3.jar:/opt/hadoop/share/ozone/lib/jetty-util-ajax-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-client-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerb-identity-1.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-proto-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/opentracing-util-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-common-3.2.0.jar:/opt/hadoop/share/ozone/lib/hadoop-auth-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-common-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-servlet-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jersey-server-1.19.jar:/opt/hadoop/share/ozone/lib/kerb-crypto-1.0.1.jar:/opt/hadoop/share/ozone/lib/httpcore-4.4.4.jar:/opt/hadoop/share/ozone/web:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-scm-0.5.0-SNAPSHOT.jar
datanode_2    | 2019-11-08 11:49:44,521 INFO server.GrpcService: raft.grpc.message.size.max = 33570816 (custom)
s3g_1         | 2019-11-08 11:49:45,809 INFO handler.ContextHandler: Started o.e.j.w.WebAppContext@77cb452c{/,file:///tmp/jetty-0.0.0.0-9878-s3gateway-_-any-4592065176050122318.dir/webapp/,AVAILABLE}{/s3gateway}
datanode_1    | 2019-11-08 11:49:44,164 INFO server.RaftServerConfigKeys: raft.server.storage.dir = [/data/metadata/ratis] (custom)
datanode_3    | 2019-11-08 11:49:44,195 INFO server.RaftServerConfigKeys: raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
om_1          | STARTUP_MSG: Starting OzoneManager
scm_1         | STARTUP_MSG:   build = https://github.com/apache/hadoop.git -r e97acb3bd8f3befd27418996fa5d4b50bf2e17bf; compiled by 'sunilg' on 2019-01-15T17:34Z
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Executing migration" logger=migrator id="create migration_log table"
datanode_2    | 2019-11-08 11:49:44,524 INFO server.RaftServerConfigKeys: raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
s3g_1         | 2019-11-08 11:49:45,815 INFO server.AbstractConnector: Started ServerConnector@3ba1308d{HTTP/1.1,[http/1.1]}{0.0.0.0:9878}
datanode_1    | 2019-11-08 11:49:44,374 INFO hdfs.DFSUtil: Starting Web-server for hddsDatanode at: http://0.0.0.0:9882
datanode_3    | 2019-11-08 11:49:44,196 INFO server.GrpcService: raft.grpc.flow.control.window = 1MB (=1048576) (default)
om_1          | STARTUP_MSG:   host = 87a4ee5ee66f/172.18.0.5
scm_1         | STARTUP_MSG:   java = 11.0.3
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Executing migration" logger=migrator id="create user table"
datanode_2    | 2019-11-08 11:49:44,524 INFO server.GrpcService: raft.grpc.flow.control.window = 1MB (=1048576) (default)
s3g_1         | 2019-11-08 11:49:45,815 INFO server.Server: Started @5295ms
datanode_1    | 2019-11-08 11:49:44,405 INFO util.log: Logging initialized @3944ms
datanode_3    | 2019-11-08 11:49:44,197 INFO server.RaftServerConfigKeys: raft.server.rpc.request.timeout = 3000ms (default)
om_1          | STARTUP_MSG:   args = []
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Executing migration" logger=migrator id="add unique index user.login"
datanode_2    | 2019-11-08 11:49:44,525 INFO server.RaftServerConfigKeys: raft.server.rpc.request.timeout = 3000ms (default)
s3g_1         | 2019-11-08 11:49:45,817 INFO server.BaseHttpServer: HTTP server of S3GATEWAY is listening at http://0.0.0.0:9878
datanode_1    | 2019-11-08 11:49:44,554 INFO server.AuthenticationFilter: Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
scm_1         | ************************************************************/
datanode_3    | 2019-11-08 11:49:44,404 INFO server.RaftServerConfigKeys: raft.server.storage.dir = [/data/metadata/ratis] (custom)
om_1          | STARTUP_MSG:   version = 3.2.0
grafana_1     | t=2019-11-08T11:49:39+0000 lvl=info msg="Executing migration" logger=migrator id="add unique index user.email"
datanode_2    | 2019-11-08 11:49:44,716 INFO server.RaftServerConfigKeys: raft.server.storage.dir = [/data/metadata/ratis] (custom)
datanode_1    | 2019-11-08 11:49:44,558 INFO http.HttpRequestLog: Http request log for http.requests.hddsDatanode is not defined
scm_1         | 2019-11-08 11:49:43,094 INFO server.StorageContainerManagerStarter: registered UNIX signal handlers for [TERM, HUP, INT]
datanode_3    | 2019-11-08 11:49:44,638 INFO hdfs.DFSUtil: Starting Web-server for hddsDatanode at: http://0.0.0.0:9882
